2000
23 18
#.####.##.####.###
#.####\.#.###.^.##
#.#####.#.##.^.^.#
#.#####.#.##.#\..#
#.####.^.^..^.#..#
#.####..^../#../.#
#.####./#..##.\..#
#.###.^..^.#.^.^.#
#\.#.^..^.^..#.#.#
##\..#..#\...#\..#
###./#..##.^.##\.#
###.##\.##\..###.#
###.##.^.##\.###.#
###.##.#.###.###.#
###.##.#.##.^.#./#
##.^..^.^.#../#.##
##../\.\.\...##.##
##..##\..#...##.##
##..##.^.#.^.##.##
#.^.##..^./#.#./##
#\..#.^../#.^.\.##
##\.#.#./#./.^.^.#
###AB^C^D#EF^GHI/#
43 21
###.#####.####.######
###.#####.####.######
###.#####.###.^.#####
###.#####.###..^.####
##.^.####.###..#.####
#.^..####.##.^.#.####
#\.\.####.##.#.#\.###
##.#.####.#.^.^..^.##
##.#\.###.#..^.^..^.#
##.##.###\./\...^.#.#
##.##\.##./#.^.\.^./#
##.###.#./##.#.#\./##
##.###\..###\./##\.##
##.####./###.^.##.^.#
##.####.###./#.##.#.#
##.####.###\.#.#.^..#
##.####.###./#..^.\.#
##.###./###\.#.^.^./#
#.^.##.####.^...^..##
#.#.#.^.###..^.^..^.#
#..^.^..###.../#.^..#
#.^.^.^.##.^..##\../#
#../#.#\.#..^.###..##
#\.##.#.^.\.#.##.^.##
##.##.#.#..^..##.#.##
##.##..^..^.^.##.#\.#
##.##.\...#.#.##.#./#
#./#./#.\.#.#.##.#\.#
#\..^..^./#.#.##\.#.#
##..#..#.#.^./###.#.#
##\.#\.#.#.#.####../#
##.^.#..^.^..###./.##
#.^.^...#..^.###.#.##
#.#.#..^....^.##\.^.#
#../#..#..^.#\.##../#
#.^..^..^../#.^.#.\.#
#\...#..#.^.././#../#
##.././.#.#...^.#..##
##\../#.#.#...#\..^.#
###./##../.^..#./../#
##.^.##..#\..^./.^.##
#.^.\.#..#./.#.#..^.#
#\AB#CD/\E\FG#H#IJK/#
19 27
###.###.##.##.##.##.#.##.##
###.##.^.#\.#\..^..^..##.##
###.#.^.\../#.^.#.../.##\.#
##.^.\..#\.##.#.#\./#\.##.#
##.#.#./#.^.././##.###\.#.#
